publish_date,text
20030313,hospital emergency figures fuel election debate
20030313,hospitalised mexican president refuses to announce
20030313,howard appeals for support in campaign against iraq
20030313,howard states case against iraq
20030313,huge increase in people caught speeding
20030313,hysterical community response to waste plant govt
20030313,india says malaysia regrets raids on it workers
20030313,inquiry to focus on regional banking services
20030313,investigation into turbulence problems
20030313,iraq denies drone aircraft for biological warfare
20030313,iraq destroys three more banned missiles
20030313,iraqi community wants reputation restored
20030313,iraq peace process falling apart chile
20030313,japan rockers property manager jailed for 27m fraud
20030313,job figures dont match strong economy labor
20030313,jobless rate falls to four month low
20030313,juveniles in custody in nt almost double
20030313,kalgoorlie boulder housing market on top
20030313,kashmir bus blast kills four
20030313,keeling apologises to court over onetel collapse
20030313,kenya snares semis berth
20030313,kidman zellweger in oscar cliffhanger
20030313,labor pledges environment boost
20030313,learning pathway trial extended
20030313,local farmer may run for federal parliament
20030313,local member accused of cutting jobs
20030313,locust increase to be contained by dry conditions
20030313,loss of airline wont impact town
20030313,love not concerned about toss despite rain
20030313,lpga tour season kicks off in tucson
20030313,major oil producers accused of boycotting oil forum
20030313,man found unfit to face rape trial
20030313,man missing police search area
20030313,man on sex charges granted bail
20030313,man to stand trial over toowoomba murder
20030313,medical indemnity plan welcomed
20030313,melbourne comm games face cost blow out
20030313,millions of dollars to be spent on protecting lakes
20030313,minister defends timing of woomera closure
20030313,mobile operating theatre visits north west nsw
20030313,more jobs for it workers
20030313,more rain needed to reduce water supply salinity
20030313,mozzie coil may be behind house blaze
20030313,music robot set to predict chart hits
20030313,nauru parliament breaks speaker stalemate
20030313,navy wont send doctor under investigation home
20030313,netballer awarded damages over pregnancy ban
20030313,new efforts to curb road kill
20030313,new guidelines to have little impact on fishers
20030313,n korea close to nuclear capability us says
20030313,no st pats for sky
20030313,nsw coalition pledges specialist rural health unit
20030313,nt opposition accuses labor of being soft on crime
20030313,offer doesnt appease coast police
20030313,opp accuses labor of emergency dept figures cover
20030313,park to be handed back to indigenous community
20030313,patrol boats snub confuses council
20030313,pelican shores developer not at fault councillor
20030313,philippines military fights off rebels
20030313,pine gap aiding us war effort former defence
20030313,plans to decrease parking costs mere publicity
20030313,pm fails to link iraq and terrorism crean
20030313,pm fails truth test on iraq crean
20030313,pm to state case against iraq
20030313,police arrest 66 in murder series in nigeria
20030313,policeman found not guilty of rape
20030313,police probe fatal car crash
20030313,ponting hoping to send warning message
20030313,port pays the price for roughing up dockers
20030313,portsmouth entrench position atop first division
20030313,premier rejects overspending claims
20030313,protesters rally as pm gives iraq speech
20030313,push for ban on tail docking draws criticism
20030313,rain helping break illawarra drought
20030313,real cut milans champions lead
20030313,red cross seeks blood donations
20030313,residents may be penalised for not stopping
20030313,residents unhappy with freeway probe
20030313,rivercare workers to help boost wetlands
20030313,robertson upbeat about election chances
20030313,rowing record progressing slowly
20030313,russia calls for more time for iraq
20030313,sa govt misrepresented over housing issue mcewen
20030313,scientists walk in worlds oldest footsteps
20030313,search continues for missing yachtsman
20030313,search for missing yachtsman suspended
20030313,security council meets on iraq draft
20030313,silver spike champs begin campaign
20030313,smart phones will know when you cant answer
20030313,sorenstam missing from lpga opener
20030313,stomach flu bug hits indian wells tournament
20030313,subjects cut as teachers drop out survey
20030313,survey highlights fewer regional communication
20030313,survival rates of chinas artificially bred pandas
20030313,suspects in serbia pm killing on the run
20030313,tafe wants local workers for projects
20030313,tasmanian man extradited to darwin
20030313,three hundred strike at the age
20030313,tikolo hails kenyas greatest day
20030313,timber expansion promises hundreds more jobs
20030313,timber workers strike for better pay
20030313,tourist train set to run in north qld
20030313,troops ready for war cosgrove
20030313,turkeys pm fast tracks cabinet for new us vote
20030313,two die in west bank gun battle
20030313,ullrichs team confident suspension will be lifted
20030313,unemployment rate falls to 6 pc
20030313,uni given access to qlds biggest supercomputer
20030313,un team resumes khmer rouge talks
20030313,us forces commander arrives at qatar base
20030313,us girl found nine months after disappearance
20030313,us masters womens protest bid goes to courts
20030313,us sticking to iraq deadline
20030313,us trade deficit narrows to more than us41 billion
20030313,vic govt defends fire season efforts
20030313,wa man heads to iraq as peace campaign worker
20030313,waugh tossing up test future
20030313,wheat shareholders elect new director
20030313,who issues global health alert over pneumonia
20030313,widow unhappy with qld govt response
20030313,wildcats licking their wounds after dramatic loss
20030313,williamson claims second packers prize with ward
20030313,wind farm project delayed
20030313,woman dead in car accident
20030313,woman guilty of receiving secrets from spy
20030313,woman stabs man in face
20030313,woods els mickelson garcia to play in better ball
20030313,workers union set to campaign for pay rise
